TmID;FullName;BirthDate;BirthPlace;Height;TrainerLicense;PreferredFormation;NumGames
3604;Mihajlo Ivanovic;1952-02-04;Belgrad;;Licence trainer;;0
3607;Daniel Renders;1955-07-04;Molenbeek;;;;0
3616;Alfred Kaminski;1964-02-26;Mölln;;Head coach;3-4-1-2;0
3618;Edward Klejndinst;1952-03-07;Warszawa;;;;0
3620;Marek Chojnacki;1959-12-06;Lodz;;;;0
3623;Michal Probierz;1972-09-24;Bytom;;UEFA Pro Licence;4-2-3-1;0
3624;Niall Quinn;1966-10-06;Dublin;;;;0
3630;Ciriaco Sforza;1970-03-02;Wohlen;;Licence trainer;4-2-3-1;0
3632;Srecko Katanec;1963-07-17;Ljubljana;;UEFA Pro Licence;4-2-3-1;0
3657;Frank Arnesen;1956-09-30;Amager;;Head coach;;0
3660;John Carver;1965-01-16;Newcastle upon Tyne;;UEFA Pro Licence;;0
3665;Alex Miller;1949-07-04;Glasgow;;UEFA Pro Licence;;0
3675;Christian Larièpe;1959-08-02;Montceau-les-Mines;;;;0
3694;Ian Porterfield;1946-02-11;Dunfermline;;;;0
3697;Arno Pijpers;1959-04-21;Rotterdam;;UEFA Pro Licence;;0
3700;Sébastien Grandjean;1970-06-16;Dinant;;;3-5-2;0
3702;Victor Piturca;1956-05-08;Orodel;;UEFA Pro Licence;4-3-3 Attacking;0
3705;Thomas Gerstner;1966-11-06;Worms;;Head coach;;0
3720;Jens Härtel;1969-06-07;Rochlitz;;Head coach;4-2-3-1;0
3721;Roy Keane;1971-08-10;Mayfield;;UEFA Pro Licence;;0
3722;Marcin Bochynek;1942-09-18;Zabrze;;;;0
3725;Yuri Puntus;1960-10-08;Tivali;;UEFA Pro Licence;4-2-3-1;0
3729;Michel Preud`homme;1959-01-24;Ougrée;;Licence trainer;4-3-3 Attacking;0
3733;Laurent Banide;1968-01-26;Alès;;;4-1-4-1;0
3736;Rémi Garde;1966-04-03;L'Arbresle;;Head coach;4-3-3 Attacking;0
3740;Cedomir Janevski;1961-07-03;Skopje;;UEFA Pro Licence;4-2-3-1;0
3742;Frans Körver;1937-07-31;Schinnen;;;;0
3753;Les Reed;1952-12-12;London;;;;0
3768;Algimantas Liubinskas;1951-11-04;Kybartai;;UEFA Pro Licence;;0
3770;Thorsten Fink;1967-10-29;Dortmund;;Head coach;4-3-3 Attacking;0
3771;Stanislav Griga;1961-11-04;Zilina;;UEFA Pro Licence;;0
3773;Zoran Barisic;1970-05-22;Wien;;UEFA Pro Licence;4-3-3 Attacking;0
3776;Pasquale Marino;1962-07-13;Marsala;;UEFA Pro Licence;4-3-3 Attacking;0
3778;Miroslav Djukic;1966-02-19;Šabac;;UEFA Pro Licence;4-4-2;0
3780;Dror Kashtan;1944-10-01;Petah Tikva;;;;0
3785;André Wetzel;1951-11-03;Soerabaja;;UEFA Pro Licence;;0
3786;Jan Everse Jr.;1954-01-05;Rotterdam;;;;0
3787;Rob Baan;1943-04-01;Rotterdam;;;;0
3793;Davide Ballardini;1964-01-06;Ravenna;;;3-4-1-2;0
3801;Alex Pastoor;1966-10-26;Amsterdam;;Licence trainer;4-4-1-1;0
3816;Erik ten Hag;1970-02-02;Haaksbergen;;UEFA Pro Licence;4-3-3 Defending;0
3841;Kees Zwamborn;1952-03-28;Alblasserdam;;UEFA Pro Licence;;0
3843;Hans Eijkenbroek;1940-01-05;Schiedam;;;;0
3865;Roger Schmidt;1967-03-13;Kierspe;;Head coach;4-3-1-2;0
3866;Warren Joyce;1965-01-20;Oldham;;;4-2-3-1;0
3868;Claude Le Roy;1948-02-06;Bois-Normand-près-Lyre;;UEFA Pro Licence;4-4-2 double 6;0
3869;Frantisek Komnacký;1951-11-15;Želetice;;;;0
3870;Johann Gajda;1959-05-05;;;;;0
3874;Dragomir Okuka;1954-04-02;Porija Kalinovnik;;UEFA Pro Licence;4-1-4-1;0
3876;Boguslaw Pietrzak;1958-05-21;Łódź;;UEFA Pro Licence;4-4-2 Diamond;0
3877;Kazimierz Moskal;1967-01-09;Sułkowice;;UEFA Pro Licence;4-3-3 Attacking;0
3880;Georges Eo;1948-11-07;Lorient;;;;0
3882;David Geddis;1958-05-12;Carlisle;;UEFA Pro Licence;;0
3884;David Carré;1975-07-08;Thionville;;;;0
3888;Cyril Serredszum;1971-10-02;Metz;;;4-1-4-1;0
3896;Sinisa Mihajlovic;1969-02-20;Vukovar;;UEFA Pro Licence;4-2-3-1;0
3904;Leslaw Cmikiewicz;1948-08-25;Wroclaw;;;;0
3910;Jasper de Mujinck;1964-11-20;;;;;0
3923;Néstor Clausen;1962-09-29;Arrufo;;;4-2-3-1;0
3936;Svetozar Sapuric;1960-08-28;Vrbas;;UEFA Pro Licence;5-3-2;0
3939;Francois Brisson;1958-04-08;;;;;0
3943;Daniel Leclercq;1949-09-04;Trith-Saint-Léger;;;;0
3946;Daniel Rolland;1947-11-27;;;;;0
3951;Guy Stéphan;1956-10-17;Ploumilliau;;;;0
3962;Jean-Michel Cavalli;1957-07-13;Ajaccio;;UEFA Pro Licence;4-3-3 Defending;0
3963;Patrick Collot;1967-06-22;Avignon;;UEFA Pro Licence;;0
3967;Hervé Gauthier;1949-05-28;Janzé;;;;0
3975;Angel Marcos;1943-04-07;Buenos Aires;;;;0
3978;Bernard Lacombe;1952-08-15;Lyon;;;;0
3979;Dominique Bathenay;1954-02-13;Pont-d'Ain;;;;0
3980;Philippe Bergeroo;1954-01-13;Ciboure;;;;0
3994;Tommy Möller Nielsen;1961-08-05;;;;;0
3995;Kim Poulsen;1959-03-22;;;Licence trainer;;0
3997;Morten Wieghorst;1971-02-25;Glostrup;;UEFA Pro Licence;4-4-2 double 6;0
3999;Olivier Rouyer;1955-12-01;Nancy;;;;0
4001;Marcel Husson;1937-01-23;Metz;;;;0
4002;Michel Der Zakarian;1963-02-18;Jerewan;;;3-4-1-2;0
4006;Jean-Claude Suaudeau;1938-05-24;Cholet;;;;0
4010;Valter Salvioni;1953-10-08;Gorlago;;;;0
4011;Guy David;1947-07-25;Marseille;;;;0
4025;Jean-Guy Wallemme;1967-08-10;Maubeuge;;Licence trainer;4-1-4-1;0
4026;Alain Fiard;1958-09-17;Phnom Penh;;UEFA Pro Licence;;0
4032;Laurent Roussey;1961-12-27;Nîmes;;UEFA Pro Licence;4-2-3-1;0
4035;Alain Michel;1948-08-30;Beaugency;;UEFA Pro Licence;4-1-3-2;0
4037;Cédric Daury;1969-10-19;Meudon;;UEFA Pro Licence;4-2-3-1;0
4039;Didier Tholot;1964-04-02;Feurs;;UEFA Pro Licence;4-4-1-1;0
4040;Jean-François Domergue;1957-06-23;Bordeaux;;;;0
4042;Jurijs Andrejevs;1957-01-16;Riga;;;;0
4044;Heiko Herrlich;1971-12-03;Mannheim;;Head coach;4-2-3-1;0
4051;Stig Inge Björnebye;1969-12-11;Elverum;;;;0
4052;Stephen Kenny;1971-10-30;Dublin;;;4-2-3-1;0
4053;Plamen Markov;1957-09-11;Sevlievo;;;;0
4055;Arild Stavrum;1972-04-16;Kristiansund;;;;0
4056;Anatoliy Demyanenko;1959-02-19;Dnipropetrovsk;;UEFA Pro Licence;4-2-3-1;0
4059;Ingo Rentzsch;1966-09-03;;;;;0
4061;Rui Barros;1965-11-24;Paredes;;UEFA Pro Licence;4-1-3-2;0
4064;Leonel Pontes;1972-07-09;Funchal;;UEFA Pro Licence;4-2-3-1;0
4069;Sean McAuley;1972-06-23;Sheffield;;;;0
4070;Thomas Parits;1946-10-07;Siegendorf;;UEFA A Licence;;0
4073;Mark Proctor;1961-01-30;Middlesbrough;;UEFA Pro Licence;;0
4078;Gustavo Poyet;1967-11-15;Montevideo;;Licence trainer;;0
4079;Brian Laws;1961-10-14;Wallsend;;UEFA Pro Licence;;0
4082;Emerich Jenei;1937-03-22;Agrișu Mic;;;;0
4083;Ruud Kaiser;1960-12-26;Amsterdam;;UEFA Pro Licence;4-3-3 Defending;0
4084;Albert Stuivenberg;1970-10-30;Rotterdam;;UEFA Pro Licence;;0
4085;Adrian Williams;1971-08-16;Reading;;;;0
4088;Momcilo Vukotic;1950-06-02;Belgrad;;;;0
4096;John Collins;1968-01-31;Galashiels;;UEFA Pro Licence;;0
4097;Rasit Cetiner;1959-09-10;Istanbul;;;;0
4107;Simon Davey;1970-10-01;Swansea;;UEFA Pro Licence;;0
4111;Fuad Muzurovic;1945-11-03;Bijelo Polje;;UEFA Pro Licence;;0
4112;Libor Pala;1961-07-22;Karvina;;;;0
4119;Adam Nawalka;1957-10-23;Kraków;;UEFA Pro Licence;4-3-3 Defending;0
4120;Zdzislaw Podedworny;1941-04-13;Żabińce;;;;0
4121;Owen Coyle;1966-07-14;Paisley;;UEFA Pro Licence;4-2-3-1;0
4125;Martin Allen;1965-08-14;Reading;;UEFA Pro Licence;4-4-2;0
4127;Steve Evans;1962-10-30;Glasgow;;UEFA Pro Licence;4-4-2 double 6;0
4128;Jim Gannon;1968-09-07;London;;UEFA Pro Licence;4-2-3-1;0
4129;Keith Hill;1969-05-17;Bolton;;;4-1-4-1;0
4131;Richard Money;1955-10-13;Lowestoft;;UEFA Pro Licence;4-4-2;0
4135;Paul Trollope;1972-06-03;Swindon;;;;0
4136;Graham Turner;1947-10-05;Ellesmere Port;;UEFA Pro Licence;;0
4137;Mark Wright;1963-08-01;Dorchester;;;;0
4140;Simon Grayson;1969-12-16;Ripon;;;3-4-1-2;0
4141;Peter Jackson;1961-04-06;Bradford;;;;0
4142;Wim Jansen;1946-10-28;Rotterdam;;;;0
4145;Martin Ling;1966-07-15;London;;UEFA Pro Licence;;0
4146;Roy McFarland;1948-04-05;Liverpool;;UEFA Pro Licence;;0
4147;Sean O`Driscoll;1957-07-01;Wolverhampton;;UEFA Pro Licence;;0
4149;Colin Todd;1948-12-12;Chester-le-Street;;;;0
4151;Dean Wilkins;1962-07-12;Hillingdon;;;;0
4152;Nigel Adkins;1965-03-11;Birkenhead;;;4-2-3-1;0
4153;Jim Barron;1943-10-19;Tantobie;;;;0
4155;Kenny Jackett;1962-01-05;Watford;;UEFA Pro Licence;4-2-3-1;0
4158;John Sheridan;1964-10-01;Stretford;;UEFA Pro Licence;3-5-2;0
4160;Aimé Jacquet;1941-11-27;Sail-sous-Couzan;;;;0
4164;Ally McCoist;1962-09-24;Bellshill;;;;0
4166;Bernd Kipp;1948-04-12;;;;;0
4174;Kenny McDowall;1963-07-29;Glasgow;;UEFA Pro Licence;;0
4175;Damien Richardson;1947-08-02;;;UEFA Pro Licence;;0
4176;Bülent Korkmaz;1968-11-24;Malatya;;UEFA Pro Licence;4-2-3-1;0
4181;Ilija Loncarevic;1944-10-08;Cajkovci;;;;0
4182;Ivan Pudar;1961-08-16;Split;;UEFA Pro Licence;3-4-2-1;0
4183;Aleksandar Stanojevic;1973-10-28;Belgrad;;;4-4-2 double 6;0
4192;Milovan Rajevac;1954-01-02;Cajetina;;UEFA Pro Licence;4-3-3 Defending;0
4197;Walter Müller;1954-03-28;;;;;0
4198;Mané;1950-03-25;Balmaseda;;;;0
4204;Enver Hadziabdic;1945-11-06;Beograd;;;;0
4208;Husref Musemic;1961-07-04;Janja;;UEFA Pro Licence;4-2-3-1;0
4217;Marijan Pusnik;1960-11-01;Slovenj Gradec;;UEFA Pro Licence;4-3-3 Attacking;0
4219;Branko Babic;1947-06-01;;;Licence trainer;;0
4227;Alan Buckley;1951-04-20;Mansfield;;;;0
4228;Dave Penney;1964-08-17;Wakefield;;UEFA Pro Licence;;0
4230;Paul Ince;1967-10-21;London;;Licence trainer;;0
4240;Przemyslaw Cecherz;1973-04-12;Łódź;;UEFA Pro Licence;4-3-3 Attacking;0
4256;Nebojsa Vignjevic;1968-04-15;;;;4-2-3-1;0
4258;Dirk Helmig;1965-05-03;Essen;;A Licence;;0
4266;Bosko Gjurovski;1961-12-28;Tetovo;;UEFA Pro Licence;4-4-2 double 6;0
4271;Manu Ferrera;1958-10-21;;;;;0
4282;Alberto Bigon;1947-10-31;Padova;;;;0
4283;Pierre-Albert Chapuisat;1948-04-05;Saint-Prex;;;;0
4284;Jorge Costa;1971-10-14;Porto;;UEFA Pro Licence;4-3-3 Attacking;0
4299;Friedrich Drazan;1957-01-13;Mödling;;UEFA A Licence;;0
4301;Christian Hock;1970-04-11;Aschaffenburg;;Head coach;;0
4303;Ante Cacic;1953-09-29;Zagreb;;UEFA Pro Licence;4-2-3-1;0
4326;Jeff Saibene;1968-09-13;Luxemburg;;UEFA Pro Licence;4-4-2 double 6;0
4328;Roberto Martínez;1973-07-13;Balaguer;;Licence trainer;3-4-2-1;0
4335;Paul Garbani;1927-06-21;;;;;0
4336;Stéphane Hunziker;1966-09-07;;;;;0
4337;Patrick Isabella;1971-01-25;;;UEFA Pro Licence;4-1-4-1;0
4343;Vladimir Fedotov;1943-01-18;Moskau;;;;0
4344;Boguslaw Baniak;1958-09-23;Pyrzyce;;UEFA Pro Licence;;0
4346;Yuri Krasnozhan;1963-06-07;Nalchik;;UEFA Pro Licence;;0
4347;Sergey Pavlov;1955-09-16;Furmanov, Ivanovo Region;;UEFA Pro Licence;4-4-2 double 6;0
4348;Valeri Petrakov;1958-05-16;Bryansk;;UEFA Pro Licence;4-1-4-1;0
4350;Pavlo Yakovenko;1964-12-19;Nikopol, Dnipropetrovsk Region;;UEFA Pro Licence;;0
4363;Semen Altman;1946-04-21;Chuguiv, Kharkiv Region;;UEFA Pro Licence;4-2-3-1;0
4373;Péter Várhidi;1958-05-08;Budapest;;UEFA Pro Licence;4-1-4-1;0
4374;Nigel Clough;1966-03-19;Sunderland;;UEFA Pro Licence;4-3-3 Attacking;0
4385;Nanne Bergstrand;1956-04-28;Markaryd;;;3-4-3;0
4392;Anders Grimberg;1960-09-28;;;;4-4-2 double 6;0
4394;Sigurdur Jónsson;1966-09-27;Akranes;;;4-4-2;0
4400;Roland Nilsson;1963-11-27;Helsingborg;;;4-4-2 double 6;0
4402;Jonas Olsson;1970-01-14;Göteborg;;;;0
4405;Bo Petersson;1946-07-10;Kalmar;;;;0
4407;Stefan Rehn;1966-09-22;Stockholm;;;4-2-3-1;0
4411;Giles Stille;1958-10-11;London;;;;0
4417;Alberto Pazos;1965-01-16;Pontevedra;;;;0
4419;Amar Osim;1967-07-18;Sarajevo;;UEFA Pro Licence;4-2-3-1;0
4424;Tom Køhlert;1947-04-30;;;;;0
4431;Henning Berg;1969-09-01;Eidsvoll;;;4-4-2 double 6;0
4432;Dag-Eilev Fagermo;1967-01-28;Bærum;;UEFA Pro Licence;4-3-3 Attacking;0
4433;Anders Grönhagen;1953-05-22;Gudmundrå;;;;0
4435;Jan Jönsson;1960-05-24;;;UEFA Pro Licence;4-4-2 double 6;0
4436;Arne Sandstö;1966-10-21;Bergen;;;3-1-4-2;0
4440;Michael Kulm;1965-11-28;;;A Licence;;0
4445;Colin Calderwood;1965-01-20;Stranraer;;UEFA Pro Licence;4-4-2 double 6;0
4455;Ivica Kalinic;1956-03-26;;;;;0
4460;Patrick Glöckner;1976-11-18;Bonn;;Head coach;4-2-3-1;0
4462;Hans Kleer;1969-09-04;;;UEFA A Licence;4-3-1-2;0
4463;Jimmy Phillips;1966-02-08;Bolton;;UEFA Pro Licence;4-1-4-1;0
4464;Ricky Sbragia;1956-05-26;Lennoxtown;;;4-2-3-1;0
4465;Gary Speed;1969-09-08;Mancot;;;;0
4481;Ljubisa Tumbakovic;1952-09-02;Belgrad;;UEFA Pro Licence;4-2-3-1;0
4484;Roland Vrabec;1974-03-06;Frankfurt am Main;;Head coach;4-1-4-1;0
4487;Markus Babbel;1972-09-08;München;;Head coach;4-2-3-1;0
4488;Arie van Lent;1970-08-31;Opheusden;;Head coach;4-4-2 double 6;0
4492;Ralf Aussem;1960-09-01;Mannheim;;Head coach;;0
4502;Peter Schöttel;1967-03-26;Wien;;UEFA Pro Licence;;0
4520;Mladen Dodic;1969-08-20;Krusevac;;;;0
4527;Dragan Ivanovic;1969-12-02;;;UEFA Pro Licence;4-2-3-1;0
4547;Zoran Milinkovic;1968-07-18;Belgrad;;UEFA Pro Licence;4-2-3-1;0
4550;Vladan Milojevic;1970-03-09;Aranđelovac;;UEFA Pro Licence;4-2-3-1;0
4568;Predrag Rogan;1974-08-02;Loznica;;UEFA Pro Licence;4-2-3-1;0
4585;Jacek Zielinski;1961-03-22;Tarnobrzeg;;UEFA Pro Licence;4-2-3-1;0
4586;Jan Urban;1962-05-14;Jaworzno;;UEFA Pro Licence;;0
4589;Laurent Blanc;1965-11-19;Alès;;UEFA Pro Licence;;0
4592;Anatoli Korobochka;1955-01-05;Simferopol;;;;0
4593;Domenico Di Carlo;1964-03-23;Cassino;;Head coach;4-3-1-2;0
4596;Dariusz Fornalak;1965-10-15;Katowice;;UEFA Pro Licence;4-2-3-1;0
4601;Alex Czerniatynski;1960-07-28;Charleroi;;;;0
4607;Jürgen Hartmann;1962-10-27;Seelbach;;;;0
4610;Christian Brand;1972-05-23;Quakenbrück;;UEFA Pro Licence;4-4-2 double 6;0
4618;Rolf Herings;1940-07-10;Rheydt;;;;8
4628;Sebastiao Lazaroni;1950-09-15;Muriaé;;;;0
4645;André Hofschneider;1970-06-10;Berlin;;UEFA Pro Licence;;0
4675;Vasile Miriuta;1968-09-19;Baia Mare;;UEFA Pro Licence;5-3-2;0
4676;Ulrich Nikolinski;1945-08-03;;;;;0
4682;Peter Wongrowitz;1951-05-17;;;;;0
4688;Uwe Koschinat;1971-09-01;Koblenz;;Head coach;4-2-3-1;0
4693;Guillermo Hoyos;1963-06-06;Córdoba;;;4-3-3 Attacking;0
4695;Nikolaos Kostenoglou;1970-10-03;Kavala;;UEFA Pro Licence;4-2-3-1;0
4696;Jerzy Kowalik;1961-10-15;Kraków;;;;0
4705;Flemming Christensen;1958-04-10;Kopenhagen;;;;0
4708;Ahmet Akcan;1958-02-17;Bursa;;Head coach;4-1-4-1;0
4710;Cevat Güler;1959-12-03;Ordu;;UEFA Pro Licence;;0
4715;Wim van Hanegem;1944-02-20;Breskens;;;;0
4743;Valère Billen;1952-11-23;;;;;0
4744;Stefan Krämer;1967-03-23;Mainz;;Head coach;4-2-3-1;0
4751;Ralf Becker;1970-09-26;Leonberg;;Head coach;;0
4756;Krunoslav Jurcic;1969-11-26;Ljubuski;;Head coach;4-2-3-1;0
4767;Aleksandr Tarkhanov;1954-09-06;Aksay;;UEFA Pro Licence;4-1-4-1;0
4773;Stephen Frail;1969-08-10;Glasgow;;UEFA Pro Licence;4-2-3-1;0
4775;Darren Murray;1970-01-01;;;UEFA A Licence;;0
4776;Ünal Karaman;1966-06-29;Konya;;UEFA Pro Licence;4-2-3-1;0
4783;Hysen Dedja;1960-10-16;Shkodër;;;4-2-3-1;0
4784;Viorel Hizo;1947-02-06;Sibiu;;;;0
4785;Marius Lacatus;1964-04-05;Braşov;;UEFA Pro Licence;;0
4786;Sulejman Starova;1955-12-12;Tiranë;;UEFA Pro Licence;3-5-2 flat;0
4788;Adrian Falub;1971-09-08;Dej;;UEFA Pro Licence;4-2-3-1;0
4789;Florin Marin;1953-05-19;Bukarest;;UEFA Pro Licence;;0
4790;Cristiano Bergodi;1964-10-14;Bracciano;;UEFA Pro Licence;4-2-3-1;0
4791;Florin Cioroianu;1963-04-24;;;;;0
4793;Petre Grigoras;1964-11-15;Poduri;;UEFA Pro Licence;4-2-3-1;0
4794;Eugen Neagoe;1967-08-22;Cornu;;UEFA Pro Licence;4-2-3-1;0
4795;Ionut Popa;1953-04-17;Săvârșin;;UEFA Pro Licence;4-2-3-1;0
4796;Mircea Rednic;1962-04-09;Hunedoara;;UEFA Pro Licence;4-2-3-1;0
4797;Ovidiu Sabau;1968-02-12;Câmpia Turzii;;;;0
4798;Dusan Uhrin Jr.;1967-10-11;Prag;;Licence trainer;4-2-3-1;0
4819;Dzemaludin Musovic;1944-10-30;Sarajevo;;;;0
4824;Henrik Larsen;1966-05-17;Lyngby;;;;0
4826;Jürgen Stoffregen;1957-03-10;Hildesheim;;Head coach;;0
4835;Zoran Mamic;1971-09-30;Bjelovar;;UEFA Pro Licence;4-2-3-1;0
4840;Colin Hendry;1965-12-07;Keith;;;;0
4849;Markus Gisdol;1969-08-17;Geislingen;;Head coach;4-2-3-1;0
4850;Adam Kensy;1956-11-18;Bialosliwie;;UEFA Pro Licence;;0
4853;Peter Hyballa;1975-12-05;Bocholt;;UEFA Pro Licence;4-2-3-1;0
4855;Christian Ilzer;1977-10-21;Anger;;UEFA Pro Licence;4-4-2 double 6;0
4861;Pavel Vrba;1963-12-06;Přerov;;Head coach;4-2-3-1;0
4878;Mario Goméz;1957-02-27;Mar del Plata;;A Licence;4-2-3-1;0
4882;Antonio Mohamed;1970-04-02;Buenos Aires;;;4-2-3-1;0
4890;Milorad Kosanovic;1951-01-04;Banovci;;UEFA Pro Licence;4-2-3-1;0
4895;Andreas Reisinger;1963-10-14;Wien;;UEFA Pro Licence;;0
4897;Sandu Tabarca;1965-07-11;Timişoara;;UEFA Pro Licence;;0
4902;Alfredo Aglietti;1970-09-16;San Giovanni Valdarno;;UEFA Pro Licence;4-3-3 Attacking;0
4905;Carsten Wolters;1969-07-25;Gelsenkirchen;;A Licence;;0
4912;Jean-Daniel Gross;1966-04-26;Fribourg;;UEFA Pro Licence;3-5-2 Attacking;0
4917;Walter Binder;1958-12-14;Wien;;UEFA B Licence;;0
4918;Damir Canadi;1970-05-06;Wien;;UEFA Pro Licence;4-2-3-1;0
4939;Tadeusz Pawlowski;1953-10-14;Wrocław;;UEFA Pro Licence;4-3-3 Defending;0
4955;Miodrag Bozovic;1968-06-22;Mojkovac;;UEFA Pro Licence;4-2-3-1;0
4959;Manfred Schmid;1971-02-20;Wien;;UEFA Pro Licence;;0
4966;Marek Kostrzewa;1957-06-19;Lublin;;;;0
4971;Drazen Besek;1963-03-10;Varaždin;;Licence trainer;;0
4972;Bernd Dallos;1966-08-23;;;UEFA A Licence;;0
4994;Temur Ketsbaia;1968-03-18;Gali;;;4-2-3-1;0
4995;Vladimir Gorokhov;1910-05-26;Moskau;;;;0
4996;Reuven Atar;1969-01-03;Tirat Karmel;;;;0
5001;Ilie Stan;1967-10-17;Pogoanele;;UEFA Pro Licence;4-2-3-1;0
5002;Samet Aybaba;1955-09-03;Adana;;UEFA Pro Licence;4-2-3-1;0
5006;Tolunay Kafkas;1968-03-31;Ankara;;UEFA Pro Licence;4-1-4-1;0
5016;Abel Braga;1952-09-01;Rio de Janeiro;;;4-2-3-1;0
5018;Adi Hütter;1970-02-11;Hohenems;;UEFA Pro Licence;3-4-1-2;0
5027;Torsten Fröhling;1966-08-24;Bützow;;Head coach;4-2-3-1;0
5029;Attila Supka;1962-09-19;Hatvan;;UEFA Pro Licence;3-5-2;0
5034;Alain Casanova;1961-09-18;Clermont-Ferrand;;UEFA Pro Licence;4-2-3-1;0
5035;Christophe Galtier;1966-08-28;Marseille;;;4-2-3-1;0
5036;Bruno Génésio;1966-09-01;Lyon;;UEFA Pro Licence;4-2-3-1;0
5041;Ricardo Moniz;1964-06-17;Rotterdam;;UEFA Pro Licence;4-3-3 Defending;0
5045;Tamás Bódog;1970-09-27;Dunaújváros;;Head coach;4-2-3-1;0
5051;Sergije Kresic;1946-12-29;Split;;;;0
5056;Paul Doolin;1963-03-26;Dublin;;;;0
5059;Aleksandr Irkhin;1954-01-10;Azov, Rostov Region;;UEFA Pro Licence;;0
5060;Keith Armstrong;1957-10-11;Corbridge;;UEFA Pro Licence;;0
5063;Jean-Louis Garcia;1962-09-20;Ollioules;;UEFA Pro Licence;4-2-3-1;0
5064;Pascal Janin;1960-04-04;Soisy-sous-Montmorency;;;;0
5065;Philippe Montanier;1964-11-15;Vernon;;UEFA Pro Licence;4-2-3-1;0
5067;Didier Ollé-Nicolle;1961-09-02;Belley;;UEFA Pro Licence;4-5-1 flat;0
5071;Aleksandr Khatskevich;1973-10-19;Minsk;;UEFA Pro Licence;4-2-3-1;0
5075;Unai Emery;1971-11-03;Hondarribia;;UEFA Pro Licence;4-2-3-1;0
5076;Frank Schaefer;1963-10-26;Köln;;Head coach;;0
5078;Abdullah Avci;1963-07-31;Istanbul;;Licence trainer;4-1-4-1;0
5081;Turgut Kural;1964-02-02;Trabzon;;;4-2-3-1;0
5082;Víctor Muñoz;1957-03-15;Zaragoza;;;;0
5085;Abel Resino;1960-02-02;Velada;;;;0
5089;Ferario Spasov;1962-02-20;Dupnitsa;;UEFA Pro Licence;4-2-3-1;0
5095;Marcelino;1965-08-14;Careñes;;;4-4-2 double 6;0
5099;Oleksandr Kosevych;1965-09-04;Donetsk;;UEFA Pro Licence;4-2-3-1;0
5100;Sergio Markarián;1944-11-01;Montevideo;;UEFA Pro Licence;;0
5104;Vitali Shevchenko;1951-10-02;Baku;;UEFA Pro Licence;;0
5107;Hans Westerhof;1948-11-24;Terborg;;;;0
5113;Manolo Jiménez;1964-01-26;El Arahal;;UEFA Pro Licence;4-2-3-1;0
5125;Ivan Jovanovic;1962-07-08;Loznica;;UEFA Pro Licence;;0
5127;Marek Zub;1964-08-24;Tomaszów Lubelski;;UEFA Pro Licence;4-2-3-1;0
5144;Arkadi Andreasyan;1947-08-11;Baku;;;;0
5149;Saulius Sirmelis;1956-05-31;Biržai;;UEFA Pro Licence;5-3-2;0
5151;Artan Bushati;1963-10-09;;;UEFA A Licence;;0
5164;Mykhaylo Fomenko;1948-09-19;Mala Rybytsya;;UEFA Pro Licence;;0
5172;Gonzalo Arconada;1961-07-23;Donostia-San Sebastián;;;;0
5177;Juan Muñiz;1968-11-02;Gijón;;;4-4-2 double 6;0
5180;José Luis Oltra;1969-03-24;Valencia;;;4-2-3-1;0
5191;Myron Markevych;1951-02-01;Vinnyky, Lviv Region;;UEFA Pro Licence;;0
5192;Oleg Bazylevych;1938-07-06;Kyiv;;;;0
5197;Nenad Bjelica;1971-08-20;Osijek;;UEFA Pro Licence;4-3-3 Attacking;0
5205;Engin Ipekoglu;1961-06-07;Izmir;;UEFA Pro Licence;4-2-3-1;0
5206;Oleksandr Ishchenko;1953-09-03;Kremenchuk, Poltava Region;;;;0
5207;Petro Kushlyk;1951-03-22;Kalush;;;;0
5221;Egil Olsen;1942-04-22;Fredrikstad;;;;0
5225;David Vidal;1950-08-02;Portosín;;UEFA Pro Licence;;0
5226;Jorge Vital;1961-07-13;Tomar;;UEFA Pro Licence;;0
5227;Ivan Brzic;1941-05-28;Novi Sad;;;;0
5229;Vladimir Petrovic;1955-07-01;Belgrad;;Licence trainer;;0
5232;Avram Grant;1955-02-06;Petah Tikva;;UEFA Pro Licence;;0
5236;Torsten Lieberknecht;1973-08-01;Bad Dürkheim;;Head coach;4-2-3-1;0
5239;Don Mackay;1940-03-19;Glasgow;;;;0
5240;József Szabo;1940-02-29;Ungvar (Uzhgorod);;UEFA Pro Licence;;0
5253;Martin Hoffmann;1955-03-22;Gommern;;A Licence;;0
5255;Massimo Pedrazzini;1958-02-03;Milano;;UEFA Pro Licence;;0
5261;Bojan Prasnikar;1953-02-03;Šmartno ob Paki;;UEFA Pro Licence;;0
5269;Hasan Lika;1960-01-01;Tiranë;;Licence trainer;4-3-3 Attacking;0
5278;Francisco Chaparro Jara;1942-11-30;Sevilla;;;;0
5293;Faruk Sejdini;1950-02-07;;;;;0
5297;Herbert Gager;1969-09-18;Wien;;UEFA Pro Licence;;0
5304;Ilia Gruev;1969-10-30;Sofia;;UEFA Pro Licence;4-4-2 double 6;0
5310;Stephan Schmidt;1976-08-19;Berlin;;Head coach;4-2-3-1;0
5311;René Weiler;1973-09-13;Winterthur;;Licence trainer;4-2-3-1;0
5315;Paul Sauter;1947-06-14;;;;;0
5319;Roland Nagy;1971-06-12;Arad;;UEFA Pro Licence;;0
5328;Dieter Brei;1950-09-30;Bielefeld;;Licence trainer;;0
